,Unnamed: 0,dataset,combina_1,train.shape,test.shape,f1,recall,combinations,combina_2,train.shape.1,mean,std,min,max,scores_kfold
75,75,misogyny_centrogeo,24,"(5752, 2)","(1439, 2)",0.9028812508097622,0.8919384260293352,"['davincis22', 'exist21', 'meoffendes21', 'metwo22', 'haha18']",24,"(5752, 2)",0.8936301862975231,0.0088273317955723,0.8833326498509363,0.9075553413773716,"[0.8833326498509363, 0.9075553413773716, 0.8991286798237954, 0.8860852399073706, 0.8920490205281413]"
76,76,misogyny_centrogeo,25,"(5752, 2)","(1439, 2)",0.9056024369444088,0.8903407539771175,"['mexa3t18_aggress', 'haha18']",25,"(5752, 2)",0.8925314836488966,0.0112077748747852,0.878123393812919,0.9101001688168976,"[0.878123393812919, 0.9101001688168975, 0.8990703913148499, 0.8843634611921904, 0.8910000031076264]"
77,77,misogyny_centrogeo,26,"(5752, 2)","(1439, 2)",0.905754163176527,0.8966290670836126,"['davincis22', 'detoxis21_aggressiveness', 'exist21', 'mexa3t18_aggress']",26,"(5752, 2)",0.8935321091176146,0.0092911420777233,0.8816170539866076,0.9076044336040012,"[0.8816170539866076, 0.9076044336040013, 0.8952490317055606, 0.8852241715399609, 0.8979658547519427]"
78,78,misogyny_centrogeo,27,"(5752, 2)","(1439, 2)",0.9043369325476024,0.8938122006303824,"['davincis22', 'detoxis21_aggressiveness', 'mexa3t18_aggress']",27,"(5752, 2)",0.8946229013465514,0.0105040638419364,0.8834610553977547,0.9138005446191642,"[0.8834610553977547, 0.9138005446191642, 0.8935863311506285, 0.8870175438596491, 0.8952490317055606]"
79,79,misogyny_centrogeo,28,"(5752, 2)","(1439, 2)",0.9021917727254816,0.8969113741841015,"['davincis22', 'detoxis21_aggressiveness', 'exist21', 'haha21']",28,"(5752, 2)",0.8935537302296623,0.0097181939538196,0.8824092133370484,0.9085169314631288,"[0.8824092133370484, 0.9085169314631287, 0.8953122775240011, 0.8835031045058974, 0.8980271243182363]"
80,80,misogyny_centrogeo,29,"(5752, 2)","(1439, 2)",0.9043369325476024,0.8940945077308713,"['detoxis21_aggressiveness', 'haha21', 'meoffendes21']",29,"(5752, 2)",0.8932203572617177,0.0087545348176458,0.8835240725362585,0.9074043132522664,"[0.8835240725362585, 0.9074043132522664, 0.8954976618038711, 0.8843634611921904, 0.8953122775240012]"
81,81,misogyny_centrogeo,30,"(5752, 2)","(1439, 2)",0.9056024369444088,0.8903407539771175,"['mexa3t18_aggress', 'metwo22', 'haha18']",30,"(5752, 2)",0.8928767954420701,0.010641752077412,0.8789799856510231,0.9101001688168976,"[0.8789799856510231, 0.9101001688168975, 0.8981475438874542, 0.8861562757473502, 0.8910000031076264]"
82,82,misogyny_centrogeo,31,"(5752, 2)","(1439, 2)",0.9071346266867067,0.8948452584816221,"['davincis22', 'detoxis21_aggressiveness', 'exist21', 'haha21', 'meoffendes21', 'mexa3t18_aggress']",31,"(5752, 2)",0.8942463701826657,0.0086601029871719,0.8842553915653331,0.908468619544061,"[0.8842553915653331, 0.908468619544061, 0.8961757820282925, 0.8861562757473502, 0.8961757820282925]"
83,83,misogyny_centrogeo,32,"(5752, 2)","(1439, 2)",0.9056409725457714,0.8891215595761051,"['detoxis21_aggressiveness', 'exist21', 'mexa3t18_aggress', 'haha18']",32,"(5752, 2)",0.8939877333691412,0.009449052215621,0.8843634611921904,0.9084196906201116,"[0.8860360778489433, 0.9084196906201116, 0.9017783934206276, 0.8843634611921904, 0.8893410437638325]"
84,84,misogyny_centrogeo,33,"(5752, 2)","(1439, 2)",0.9056409725457714,0.8898723103268558,"['exist21', 'haha21', 'meoffendes21', 'mexa3t18_aggress', 'metwo22', 'haha18']",33,"(5752, 2)",0.8934711443927675,0.0096593803440061,0.8825393978377576,0.9075553413773716,"[0.8825393978377576, 0.9075553413773716, 0.9018347968872706, 0.8852241715399609, 0.8902020143214764]"
85,85,misogyny_centrogeo,34,"(5752, 2)","(1439, 2)",0.9035709076861828,0.8931576204303477,"['davincis22', 'meoffendes21', 'mexa3t18_aggress', 'metwo22', 'haha18']",34,"(5752, 2)",0.8923837821772305,0.0102147326247742,0.8807596917443903,0.9102459279024288,"[0.8807596917443903, 0.9102459279024288, 0.8929106875133861, 0.8842913066775655, 0.8937112970483817]"
86,86,misogyny_centrogeo,35,"(5752, 2)","(1439, 2)",0.9063313660822774,0.8925930062293699,"['davincis22', 'detoxis21_aggressiveness', 'haha21', 'metwo22', 'haha18']",35,"(5752, 2)",0.8930541878651637,0.0104671805730593,0.8833972486635007,0.9120696719888324,"[0.8833972486635007, 0.9120696719888325, 0.8927868883025833, 0.8834307992202729, 0.8935863311506285]"
87,87,misogyny_centrogeo,36,"(5752, 2)","(1439, 2)",0.9057168347277254,0.8924068696795969,"['exist21', 'mexa3t18_aggress', 'metwo22']",36,"(5752, 2)",0.8930686382492524,0.0088558297438298,0.8833972486635007,0.9057775594807826,"[0.8833972486635007, 0.9057775594807826, 0.8998161221372146, 0.8835031045058974, 0.8928491564588665]"
88,88,misogyny_centrogeo,37,"(5752, 2)","(1439, 2)",0.9057168347277254,0.8924068696795969,"['exist21', 'haha21', 'meoffendes21', 'mexa3t18_aggress']",37,"(5752, 2)",0.892924301725488,0.0080442294280575,0.8824747052817228,0.9049140028273256,"[0.8824747052817228, 0.9049140028273255, 0.8980876865671642, 0.8862959574923606, 0.8928491564588665]"
89,89,misogyny_centrogeo,38,"(5752, 2)","(1439, 2)",0.9071346266867067,0.8933437569801206,"['davincis22', 'exist21', 'haha21', 'meoffendes21', 'mexa3t18_aggress', 'metwo22']",38,"(5752, 2)",0.8932173769336698,0.0084276606315287,0.8824747052817228,0.9066913111856932,"[0.8824747052817228, 0.9066913111856932, 0.8961757820282925, 0.8862959574923606, 0.8944491286802797]"
90,90,misogyny_centrogeo,39,"(5752, 2)","(1439, 2)",0.9049507664036406,0.8910915047278684,"['davincis22', 'detoxis21_aggressiveness', 'haha21', 'meoffendes21', 'metwo22', 'haha18']",39,"(5752, 2)",0.8927151118908248,0.0100552861729309,0.8825393978377576,0.9102459279024288,"[0.8825393978377576, 0.9102459279024288, 0.8954976618038711, 0.8834307992202729, 0.8918617726897937]"
91,91,misogyny_centrogeo,40,"(5752, 2)","(1439, 2)",0.9041829247180088,0.8901546174273447,"['exist21', 'metwo22', 'haha18']",40,"(5752, 2)",0.8939663325231486,0.0083825817380506,0.885972570508653,0.9083701427936546,"[0.885972570508653, 0.9083701427936546, 0.8982066986359232, 0.8870175438596491, 0.8902647068178627]"
92,92,misogyny_centrogeo,41,"(5752, 2)","(1439, 2)",0.90226840532464,0.8955960092323729,"['davincis22', 'exist21', 'meoffendes21']",41,"(5752, 2)",0.8933395847127692,0.0080028887636581,0.8816170539866076,0.9057775594807826,"[0.8816170539866076, 0.9057775594807826, 0.8926601308613014, 0.889603532686954, 0.8970396465482007]"
93,93,misogyny_centrogeo,42,"(5752, 2)","(1439, 2)",0.9035709076861828,0.8916561189288462,"['exist21', 'mexa3t18_aggress', 'metwo22', 'haha18']",42,"(5752, 2)",0.8943568182108488,0.0098702255926778,0.8834610553977547,0.9093331232739604,"[0.8834610553977547, 0.9093331232739605, 0.9017783934206276, 0.8852241715399609, 0.8919873474219403]"
94,94,misogyny_centrogeo,43,"(5752, 2)","(1439, 2)",0.9071346266867067,0.8908091976273794,"['davincis22', 'detoxis21_aggressiveness', 'haha21', 'meoffendes21', 'mexa3t18_aggress', 'metwo22']",43,"(5752, 2)",0.8930277237976592,0.0100983041757051,0.8835745948084394,0.9119285838502116,"[0.8851774433403938, 0.9119285838502116, 0.8926601308613014, 0.8835745948084394, 0.89179786612795]"
95,95,misogyny_centrogeo,44,"(5752, 2)","(1439, 2)",0.9070974641529146,0.8931576204303477,"['exist21', 'haha21', 'mexa3t18_aggress', 'metwo22']",44,"(5752, 2)",0.8936249994453644,0.0086850893348745,0.8824747052817228,0.9066913111856932,"[0.8824747052817228, 0.9066913111856932, 0.8989517262186639, 0.8862959574923606, 0.8937112970483817]"
96,96,misogyny_centrogeo,45,"(5752, 2)","(1439, 2)",0.9035709076861828,0.8909053681780954,"['exist21', 'mexa3t18_aggress', 'haha18']",45,"(5752, 2)",0.8941845218541825,0.0099174895894448,0.8834610553977547,0.9093331232739604,"[0.8834610553977547, 0.9093331232739605, 0.9017783934206276, 0.8852241715399609, 0.8911258656386093]"
97,97,misogyny_centrogeo,46,"(5752, 2)","(1439, 2)",0.9049889825731504,0.8956921797830889,"['detoxis21_aggressiveness', 'exist21', 'meoffendes21']",46,"(5752, 2)",0.8948401080823322,0.0097922168763285,0.8824747052817228,0.9084196906201116,"[0.8824747052817228, 0.9084196906201116, 0.9017213142773681, 0.8852241715399609, 0.8963606586924973]"
98,98,misogyny_centrogeo,47,"(5752, 2)","(1439, 2)",0.9049121443562512,0.8915599483781302,"['detoxis21_aggressiveness', 'metwo22', 'haha18']",47,"(5752, 2)",0.8933830114516258,0.0098209169656855,0.8833326498509363,0.9110631011547116,"[0.8833326498509363, 0.9110631011547116, 0.8946350038512187, 0.8852241715399609, 0.8926601308613014]"
99,99,misogyny_centrogeo,48,"(5752, 2)","(1439, 2)",0.9042607455010954,0.8931576204303477,"['davincis22', 'detoxis21_aggressiveness', 'meoffendes21', 'metwo22', 'haha18']",48,"(5752, 2)",0.8925895955039058,0.0107886106124005,0.8817458141016975,0.9120232362607964,"[0.8817458141016975, 0.9120232362607965, 0.8921099540294587, 0.883357676079195, 0.8937112970483817]"
100,100,misogyny_centrogeo,49,"(5752, 2)","(1439, 2)",0.9035709076861828,0.8943768148313603,"['detoxis21_aggressiveness', 'exist21', 'haha21', 'meoffendes21']",49,"(5752, 2)",0.893228868494932,0.0085974492302432,0.8833326498509363,0.9066414321855508,"[0.8833326498509363, 0.9066414321855507, 0.8963606586924973, 0.884434805572369, 0.895374796173307]"
101,101,misogyny_centrogeo,50,"(5752, 2)","(1439, 2)",0.9000056675233663,0.8915599483781302,[],50,"(5752, 2)",0.8948051010573753,0.0106903815763564,0.8835031045058974,0.9127463721030972,"[0.8852402759260333, 0.9127463721030973, 0.8998756218905473, 0.8835031045058974, 0.8926601308613014]"
102,0,davincis22,0,"(2521, 2)","(841, 2)",0.761428642703901,0.7698005698005699,"['detoxis21_aggressiveness', 'haha21', 'mexa3t18_aggress', 'metwo22', 'haha18']",0,"(2521, 2)",0.7574821458982635,0.0140783940571409,0.7435073713004342,0.7772991994649832,"[0.7519149220472472, 0.7437070938215103, 0.7435073713004342, 0.7772991994649832, 0.7709821428571428]"
103,1,davincis22,1,"(2521, 2)","(841, 2)",0.7650757636220598,0.7799145299145299,"['meoffendes21', 'mexa3t18_aggress', 'haha18']",1,"(2521, 2)",0.7614789394694457,0.0182893686100787,0.7375991097510084,0.7837528604118993,"[0.7578223270440252, 0.7375991097510084, 0.7470967741935484, 0.7837528604118993, 0.7811236259467471]"
104,2,davincis22,2,"(2521, 2)","(841, 2)",0.7696679219445395,0.771937321937322,"['detoxis21_aggressiveness', 'haha21', 'meoffendes21', 'misogyny_centrogeo']",2,"(2521, 2)",0.757124644475676,0.01288376407474,0.7375991097510084,0.7730914654310314,"[0.7539450521815667, 0.7375991097510084, 0.7515227659472955, 0.7694648290674782, 0.7730914654310314]"
105,3,davincis22,3,"(2521, 2)","(841, 2)",0.761428642703901,0.771937321937322,"['detoxis21_aggressiveness', 'exist21', 'haha21', 'metwo22']",3,"(2521, 2)",0.7567546715117437,0.0164062469441344,0.7397025171624714,0.779397720761444,"[0.749976423990947, 0.7416052302128251, 0.7397025171624714, 0.779397720761444, 0.7730914654310314]"
106,4,davincis22,4,"(2521, 2)","(841, 2)",0.7626785775365706,0.77008547008547,"['detoxis21_aggressiveness', 'exist21', 'haha21', 'meoffendes21', 'mexa3t18_aggress', 'metwo22']",4,"(2521, 2)",0.7571111780973494,0.0144297664484468,0.7397025171624714,0.7771075456888893,"[0.7479455608000032, 0.7397025171624714, 0.7496174711364585, 0.7771075456888893, 0.7711827956989248]"
107,5,davincis22,5,"(2521, 2)","(841, 2)",0.7696679219445395,0.7740740740740741,"['detoxis21_aggressiveness', 'exist21', 'haha21', 'meoffendes21']",5,"(2521, 2)",0.7567351468474275,0.0146416650197287,0.7356979405034325,0.7751971326164875,"[0.749882075471698, 0.7356979405034325, 0.7515227659472955, 0.7713758196982238, 0.7751971326164875]"
108,6,davincis22,6,"(2521, 2)","(841, 2)",0.7624700445053064,0.7722222222222221,"['exist21', 'haha21', 'mexa3t18_aggress', 'metwo22', 'haha18']",6,"(2521, 2)",0.7596209512311244,0.0138070665714838,0.7437070938215103,0.7774834437086093,"[0.7578223270440252, 0.745805319153161, 0.7437070938215103, 0.7774834437086093, 0.773286572428316]"
109,7,davincis22,7,"(2521, 2)","(841, 2)",0.7649739360549339,0.7799145299145299,"['meoffendes21', 'mexa3t18_aggress', 'misogyny_centrogeo', 'haha18']",7,"(2521, 2)",0.7594688136897016,0.0161459930285755,0.7397025171624714,0.7811236259467471,"[0.7538522012578617, 0.7397025171624714, 0.7470967741935484, 0.7755689498878799, 0.7811236259467471]"
110,8,davincis22,8,"(2521, 2)","(841, 2)",0.7649739360549339,0.7799145299145299,"['exist21', 'haha21', 'mexa3t18_aggress', 'misogyny_centrogeo', 'haha18']",8,"(2521, 2)",0.7595042841824261,0.0150641892758289,0.7416052302128251,0.7811236259467471,"[0.7578223270440252, 0.7416052302128251, 0.7454089851440844, 0.7715612525644493, 0.7811236259467471]"
111,9,davincis22,9,"(2521, 2)","(841, 2)",0.7649739360549339,0.778062678062678,"['exist21', 'meoffendes21']",9,"(2521, 2)",0.7591508128977358,0.0178122384423996,0.7337961216328379,0.7795766472113106,"[0.75375153364583, 0.7337961216328379, 0.7494182924646502, 0.7795766472113106, 0.7792114695340502]"
112,10,davincis22,10,"(2521, 2)","(841, 2)",0.7673721611972304,0.7722222222222221,"['detoxis21_aggressiveness', 'haha21', 'mexa3t18_aggress']",10,"(2521, 2)",0.7578432254141896,0.0156230084706479,0.7397025171624714,0.7792114695340502,"[0.7518173847744634, 0.7397025171624714, 0.7451981831716474, 0.7792114695340502, 0.773286572428316]"
113,11,davincis22,11,"(2521, 2)","(841, 2)",0.7602813914510815,0.7740740740740741,"['detoxis21_aggressiveness', 'meoffendes21', 'mexa3t18_aggress', 'misogyny_centrogeo', 'metwo22']",11,"(2521, 2)",0.7583387528887531,0.0154221222549259,0.7375991097510084,0.7772991994649832,"[0.749882075471698, 0.7375991097510084, 0.7517162471395881, 0.7772991994649832, 0.7751971326164875]"
114,12,davincis22,12,"(2521, 2)","(841, 2)",0.7650757636220598,0.7801994301994302,"['exist21', 'haha21', 'mexa3t18_aggress', 'misogyny_centrogeo']",12,"(2521, 2)",0.7595368923082189,0.0155105019300976,0.7416052302128251,0.78131182650165,"[0.7558842832944912, 0.7416052302128251, 0.7454089851440844, 0.7734741363880437, 0.78131182650165]"
115,13,davincis22,13,"(2521, 2)","(841, 2)",0.761428642703901,0.771937321937322,"['meoffendes21', 'metwo22', 'haha18']",13,"(2521, 2)",0.7571737542248471,0.0169763664739056,0.7397025171624714,0.7814927510291749,"[0.7497797841885048, 0.7397025171624714, 0.7418022533130532, 0.7814927510291749, 0.7730914654310314]"
116,14,davincis22,14,"(2521, 2)","(841, 2)",0.7624700445053064,0.7698005698005699,"['exist21', 'mexa3t18_aggress', 'misogyny_centrogeo', 'metwo22']",14,"(2521, 2)",0.756768833967724,0.0146402298333787,0.7397025171624714,0.7755689498878799,"[0.7557883066180721, 0.7397025171624714, 0.7418022533130532, 0.7755689498878799, 0.7709821428571428]"
117,15,davincis22,15,"(2521, 2)","(841, 2)",0.761323850501357,0.7679487179487179,"['detoxis21_aggressiveness', 'exist21', 'misogyny_centrogeo', 'metwo22']",15,"(2521, 2)",0.7547882196339932,0.0159771125304512,0.7356979405034325,0.7774834437086093,"[0.749882075471698, 0.7356979405034325, 0.7418022533130532, 0.7774834437086093, 0.7690753851731735]"
118,16,davincis22,16,"(2521, 2)","(841, 2)",0.7624700445053064,0.7753561253561254,"['haha21', 'mexa3t18_aggress', 'misogyny_centrogeo', 'metwo22']",16,"(2521, 2)",0.7567295579960487,0.0132559603641648,0.7398967844382691,0.7767018580238291,"[0.7557883066180721, 0.745805319153161, 0.7398967844382691, 0.7654555217469126, 0.7767018580238291]"
119,17,davincis22,17,"(2521, 2)","(841, 2)",0.7624700445053064,0.7737891737891738,"['exist21', 'metwo22']",17,"(2521, 2)",0.7591847139789784,0.0155629770181589,0.7397025171624714,0.777660314369175,"[0.7598536445417353, 0.7397025171624714, 0.7437070938215103, 0.777660314369175, 0.7749999999999999]"
120,18,davincis22,18,"(2521, 2)","(841, 2)",0.7661213610440433,0.7698005698005699,"['detoxis21_aggressiveness', 'haha21', 'meoffendes21', 'haha18']",18,"(2521, 2)",0.7574563227939471,0.0155275571711557,0.7373903705029532,0.7795766472113106,"[0.7518173847744634, 0.7373903705029532, 0.747515068623865, 0.7795766472113106, 0.7709821428571428]"
121,19,davincis22,19,"(2521, 2)","(841, 2)",0.7649739360549339,0.7679487179487179,"['detoxis21_aggressiveness', 'meoffendes21', 'mexa3t18_aggress', 'misogyny_centrogeo', 'haha18']",19,"(2521, 2)",0.758658100502584,0.0155589600595152,0.7356979405034325,0.7813118265016501,"[0.7558842832944912, 0.7356979405034325, 0.7513210670401732, 0.7813118265016501, 0.7690753851731735]"
122,20,davincis22,20,"(2521, 2)","(841, 2)",0.7637226057727001,0.7735042735042735,"['haha21', 'misogyny_centrogeo', 'metwo22']",20,"(2521, 2)",0.7568041014333683,0.0146509331847002,0.7379906425229472,0.774795333769529,"[0.7557883066180721, 0.7437070938215103, 0.7379906425229472, 0.7717391304347827, 0.774795333769529]"
123,21,davincis22,21,"(2521, 2)","(841, 2)",0.761428642703901,0.7698005698005699,"['detoxis21_aggressiveness', 'haha21', 'mexa3t18_aggress', 'metwo22', 'haha18']",21,"(2521, 2)",0.7574821458982635,0.0140783940571409,0.7435073713004342,0.7772991994649832,"[0.7519149220472472, 0.7437070938215103, 0.7435073713004342, 0.7772991994649832, 0.7709821428571428]"
124,22,davincis22,22,"(2521, 2)","(841, 2)",0.7649739360549339,0.7645299145299145,"['detoxis21_aggressiveness', 'exist21', 'mexa3t18_aggress', 'misogyny_centrogeo', 'haha18']",22,"(2521, 2)",0.7587356682158555,0.0144076330089029,0.7375991097510084,0.7813118265016501,"[0.7558842832944912, 0.7375991097510084, 0.7534275997852157, 0.7813118265016501, 0.7654555217469123]"
125,23,davincis22,23,"(2521, 2)","(841, 2)",0.761323850501357,0.7679487179487179,"['detoxis21_aggressiveness', 'exist21', 'misogyny_centrogeo', 'metwo22', 'haha18']",23,"(2521, 2)",0.7555834930873176,0.0177089519639342,0.7356979405034325,0.7814927510291749,"[0.7538522012578617, 0.7356979405034325, 0.7377991874729456, 0.7814927510291749, 0.7690753851731735]"
126,24,davincis22,24,"(2521, 2)","(841, 2)",0.7637226057727001,0.7682336182336182,"['exist21', 'meoffendes21', 'misogyny_centrogeo', 'metwo22', 'haha18']",24,"(2521, 2)",0.7545191399736767,0.0153821909530849,0.7377991874729456,0.7757437070938216,"[0.749882075471698, 0.7377991874729456, 0.7398967844382691, 0.7757437070938216, 0.7692739453916493]"
127,25,davincis22,25,"(2521, 2)","(841, 2)",0.7649739360549339,0.7801994301994302,"['mexa3t18_aggress', 'misogyny_centrogeo', 'haha18']",25,"(2521, 2)",0.7595064538006822,0.016196571768861,0.7397025171624714,0.78131182650165,"[0.7538522012578617, 0.7397025171624714, 0.7470967741935484, 0.7755689498878799, 0.78131182650165]"
128,26,davincis22,26,"(2521, 2)","(841, 2)",0.7685201163153863,0.7725071225071225,"['detoxis21_aggressiveness', 'exist21', 'mexa3t18_aggress']",26,"(2521, 2)",0.7599571714889762,0.0160927551034081,0.7394996739770034,0.7834086712930541,"[0.7497797841885048, 0.7394996739770034, 0.7536235915982751, 0.7834086712930541, 0.7734741363880436]"
129,27,davincis22,27,"(2521, 2)","(841, 2)",0.7636160774796292,0.7722222222222221,"['detoxis21_aggressiveness', 'mexa3t18_aggress', 'misogyny_centrogeo']",27,"(2521, 2)",0.7602654722501925,0.0145105596303328,0.7394996739770034,0.779397720761444,"[0.7578223270440252, 0.7394996739770034, 0.7513210670401732, 0.779397720761444, 0.773286572428316]"
130,28,davincis22,28,"(2521, 2)","(841, 2)",0.7696679219445395,0.7722222222222221,"['detoxis21_aggressiveness', 'exist21', 'haha21']",28,"(2521, 2)",0.7587560175537489,0.0140504078135832,0.7416052302128251,0.7774834437086093,"[0.749882075471698, 0.7416052302128251, 0.7515227659472955, 0.7774834437086093, 0.773286572428316]"
131,29,davincis22,29,"(2521, 2)","(841, 2)",0.7697703863395271,0.7722222222222221,"['detoxis21_aggressiveness', 'haha21', 'meoffendes21']",29,"(2521, 2)",0.7575219885204367,0.0138664716201009,0.7375991097510084,0.7732865724283162,"[0.7519149220472472, 0.7375991097510084, 0.7515227659472955, 0.7732865724283162, 0.773286572428316]"
